Puesto,Nombre,Anyo_nac,Club,Tiempo,Pts,Fecha,Prueba,Piscina,M_F,Competicion,Lugar,Edad,Temporada,Time_stamp
10,"GIMENO MONREAL, Manuela",12,E.M. El Olivar,7:09.44,161,2022-05-22,400m Libre,25m,F,"Benjamín, jornada 7",C.N. Helios,10,2021-2022,1900-01-01 00:07:09.440
11,"RASAL ALVAREZ, Maria",12,P. San Agustin,7:16.45,153,2022-05-22,400m Libre,25m,F,"Benjamín, jornada 7",C.N. Helios,10,2021-2022,1900-01-01 00:07:16.450
12,"SAN MIGUEL PUYUELO, Angela",12,Stadium Casablanca,7:21.69,148,2022-05-22,400m Libre,25m,F,"Benjamín, jornada 7",C.N. Helios,10,2021-2022,1900-01-01 00:07:21.690
13,"DEL REAL MUNIENTE, Elena",12,P. San Agustin,7:23.50,146,2022-05-22,400m Libre,25m,F,"Benjamín, jornada 7",C.N. Helios,10,2021-2022,1900-01-01 00:07:23.500
14,"FUMANAL SARIÑENA, Lucia",12,E.M. El Olivar,7:32.28,138,2022-05-22,400m Libre,25m,F,"Benjamín, jornada 7",C.N. Helios,10,2021-2022,1900-01-01 00:07:32.280
15,"RAZABAL INGELMO, Anahi",12,E.M. El Olivar,7:41.44,130,2022-05-22,400m Libre,25m,F,"Benjamín, jornada 7",C.N. Helios,10,2021-2022,1900-01-01 00:07:41.440
16,"BERGES ALAEZ, Daniela",12,E.M. El Olivar,7:43.47,128,2022-05-22,400m Libre,25m,F,"Benjamín, jornada 7",C.N. Helios,10,2021-2022,1900-01-01 00:07:43.470
17,"PES URREA, Pilar",12,P. San Agustin,7:56.34,118,2022-05-22,400m Libre,25m,F,"Benjamín, jornada 7",C.N. Helios,10,2021-2022,1900-01-01 00:07:56.340
18,"SANCHEZ AGUADO, Enma",12,Stadium Casablanca,7:57.84,117,2022-05-22,400m Libre,25m,F,"Benjamín, jornada 7",C.N. Helios,10,2021-2022,1900-01-01 00:07:57.840
19,"CEBRIAN PUEYO, Carolina",12,P. San Agustin,8:00.03,115,2022-05-22,400m Libre,25m,F,"Benjamín, jornada 7",C.N. Helios,10,2021-2022,1900-01-01 00:08:00.030
20,"GALIPIENZO NAVARRO, Cristina",12,Stadium Venecia,8:01.88,114,2022-05-22,400m Libre,25m,F,"Benjamín, jornada 7",C.N. Helios,10,2021-2022,1900-01-01 00:08:01.880
21,"GALIPIENZO NAVARRO, Paula",12,Stadium Venecia,8:48.28,86,2022-05-22,400m Libre,25m,F,"Benjamín, jornada 7",C.N. Helios,10,2021-2022,1900-01-01 00:08:48.280
22,"GARCIA RUIZ, Sara",12,P. San Agustin,10:20.72,53,2022-05-22,400m Libre,25m,F,"Benjamín, jornada 7",C.N. Helios,10,2021-2022,1900-01-01 00:10:20.720
1,"MARCO LOPEZ, Leo",11,C.N. Helios,3:03.47,213,2022-05-22,200m Estilos,25m,M,"Benjamín, jornada 7",C.N. Helios,11,2021-2022,1900-01-01 00:03:03.470
2,"LOPEZ VELEZ, Marcos",11,E.M. El Olivar,3:09.13,194,2022-05-22,200m Estilos,25m,M,"Benjamín, jornada 7",C.N. Helios,11,2021-2022,1900-01-01 00:03:09.130
3,"MODREGO MARQUETA, Alejandro",11,Stadium Venecia,3:10.38,190,2022-05-22,200m Estilos,25m,M,"Benjamín, jornada 7",C.N. Helios,11,2021-2022,1900-01-01 00:03:10.380
4,"CAVERO GARCIA, Daniel",11,Stadium Casablanca,3:12.12,185,2022-05-22,200m Estilos,25m,M,"Benjamín, jornada 7",C.N. Helios,11,2021-2022,1900-01-01 00:03:12.120
5,"RODRIGUEZ ARTIEDA, Marcelo",11,C.N. Helios,3:13.06,183,2022-05-22,200m Estilos,25m,M,"Benjamín, jornada 7",C.N. Helios,11,2021-2022,1900-01-01 00:03:13.060
6,"SERRABLO HUESO, Diego",11,Stadium Venecia,3:15.47,176,2022-05-22,200m Estilos,25m,M,"Benjamín, jornada 7",C.N. Helios,11,2021-2022,1900-01-01 00:03:15.470
7,"BESCOS RODRIGUEZ, Jesus",11,E.M. El Olivar,3:17.22,171,2022-05-22,200m Estilos,25m,M,"Benjamín, jornada 7",C.N. Helios,11,2021-2022,1900-01-01 00:03:17.220
8,"SANCHO GRAUS, Bruno",11,E.M. El Olivar,3:23.57,156,2022-05-22,200m Estilos,25m,M,"Benjamín, jornada 7",C.N. Helios,11,2021-2022,1900-01-01 00:03:23.570
9,"BELTRAN VIEJO, Arturo",11,E.M. El Olivar,3:28.18,146,2022-05-22,200m Estilos,25m,M,"Benjamín, jornada 7",C.N. Helios,11,2021-2022,1900-01-01 00:03:28.180
10,"MARTINEZ ANTUNEZ, Roman",11,Stadium Venecia,3:28.25,145,2022-05-22,200m Estilos,25m,M,"Benjamín, jornada 7",C.N. Helios,11,2021-2022,1900-01-01 00:03:28.250
11,"ANGUAS FELIZ, Aquiles",11,E.M. El Olivar,3:28.41,145,2022-05-22,200m Estilos,25m,M,"Benjamín, jornada 7",C.N. Helios,11,2021-2022,1900-01-01 00:03:28.410
12,"BEAMONTE MARTIN, Diego",11,P. San Agustin,3:35.03,132,2022-05-22,200m Estilos,25m,M,"Benjamín, jornada 7",C.N. Helios,11,2021-2022,1900-01-01 00:03:35.030
13,"LAFUENTE GARCIA, Victor",11,C.N. Helios,3:35.66,131,2022-05-22,200m Estilos,25m,M,"Benjamín, jornada 7",C.N. Helios,11,2021-2022,1900-01-01 00:03:35.660
14,"ALCALDE MARTINEZ, Martin",11,C.N. Helios,3:48.18,110,2022-05-22,200m Estilos,25m,M,"Benjamín, jornada 7",C.N. Helios,11,2021-2022,1900-01-01 00:03:48.180
15,"BORROY SANCHEZ, Martin",11,Stadium Casablanca,3:49.09,109,2022-05-22,200m Estilos,25m,M,"Benjamín, jornada 7",C.N. Helios,11,2021-2022,1900-01-01 00:03:49.090
16,"GARCIA DE LA SERNA, Alejandro",11,C.N. Helios,3:53.38,103,2022-05-22,200m Estilos,25m,M,"Benjamín, jornada 7",C.N. Helios,11,2021-2022,1900-01-01 00:03:53.380
17,"NAVARRO PARDOS, Francisco",11,H2ogo C.N.,3:57.92,97,2022-05-22,200m Estilos,25m,M,"Benjamín, jornada 7",C.N. Helios,11,2021-2022,1900-01-01 00:03:57.920
18,"ROMERO SANTOS, Kilian",11,C.N. Helios,3:59.81,95,2022-05-22,200m Estilos,25m,M,"Benjamín, jornada 7",C.N. Helios,11,2021-2022,1900-01-01 00:03:59.810
19,"QUINTANILLA CARBAJO, Amaro",11,H2ogo C.N.,4:31.38,65,2022-05-22,200m Estilos,25m,M,"Benjamín, jornada 7",C.N. Helios,11,2021-2022,1900-01-01 00:04:31.380
1,"PETISME ROYO, Lucas",10,E.M. El Olivar,2:58.75,230,2022-05-22,200m Estilos,25m,M,"Benjamín, jornada 7",C.N. Helios,12,2021-2022,1900-01-01 00:02:58.750
2,"MENDEZ SALVADOR, Carlos",10,C.N. Teruel,3:00.00,225,2022-05-22,200m Estilos,25m,M,"Benjamín, jornada 7",C.N. Helios,12,2021-2022,1900-01-01 00:03:00.000
3,"RAMOS OLMOS, Diego",10,P.San Agustin,3:00.28,224,2022-05-22,200m Estilos,25m,M,"Benjamín, jornada 7",C.N. Helios,12,2021-2022,1900-01-01 00:03:00.280
4,"SHAPOVAL, Maksym",10,Stadium Venecia,3:07.22,200,2022-05-22,200m Estilos,25m,M,"Benjamín, jornada 7",C.N. Helios,12,2021-2022,1900-01-01 00:03:07.220
5,"MOSTEO HIDALGO, Carlos",10,E.M. El Olivar,3:09.34,194,2022-05-22,200m Estilos,25m,M,"Benjamín, jornada 7",C.N. Helios,12,2021-2022,1900-01-01 00:03:09.340
6,"RAMOS OLMOS, Marcos",10,P.San Agustin,3:10.76,189,2022-05-22,200m Estilos,25m,M,"Benjamín, jornada 7",C.N. Helios,12,2021-2022,1900-01-01 00:03:10.760
7,"MARTIN FERNANDEZ, Leo",10,E.M. El Olivar,3:11.44,187,2022-05-22,200m Estilos,25m,M,"Benjamín, jornada 7",C.N. Helios,12,2021-2022,1900-01-01 00:03:11.440
8,"BERDEJO LOBERA, Guillermo",10,E.M. El Olivar,3:15.28,176,2022-05-22,200m Estilos,25m,M,"Benjamín, jornada 7",C.N. Helios,12,2021-2022,1900-01-01 00:03:15.280
9,"JIMENEZ LAFUENTE, Daniel",10,C.N. Helios,3:16.06,174,2022-05-22,200m Estilos,25m,M,"Benjamín, jornada 7",C.N. Helios,12,2021-2022,1900-01-01 00:03:16.060
10,"SANZ BEJENARIU, Diego",10,C.N. Iz Cuarte,3:16.62,173,2022-05-22,200m Estilos,25m,M,"Benjamín, jornada 7",C.N. Helios,12,2021-2022,1900-01-01 00:03:16.620
11,"SANCHEZ MERCADO, Adrian",10,Stadium Casablanca,3:19.18,166,2022-05-22,200m Estilos,25m,M,"Benjamín, jornada 7",C.N. Helios,12,2021-2022,1900-01-01 00:03:19.180
12,"GREGORIO FERNANDEZ, Enrique",10,P. San Agustin,3:20.25,164,2022-05-22,200m Estilos,25m,M,"Benjamín, jornada 7",C.N. Helios,12,2021-2022,1900-01-01 00:03:20.250
13,"RUBIO RAKITIN,Larion Francisco",10,C.N. Helios,3:20.29,163,2022-05-22,200m Estilos,25m,M,"Benjamín, jornada 7",C.N. Helios,12,2021-2022,1900-01-01 00:03:20.290
14,"SANCHEZ SAEZ,Alejandro",10,P. San Agustin,3:24.62,153,2022-05-22,200m Estilos,25m,M,"Benjamín, jornada 7",C.N. Helios,12,2021-2022,1900-01-01 00:03:24.620
15,"AGON LOPEZ, Javier",10,Stadium Casablanca,3:24.87,153,2022-05-22,200m Estilos,25m,M,"Benjamín, jornada 7",C.N. Helios,12,2021-2022,1900-01-01 00:03:24.870
16,"VARGASCIRUELOS, Carlos Nicolas",10,E.M. El Olivar,3:28.41,145,2022-05-22,200m Estilos,25m,M,"Benjamín, jornada 7",C.N. Helios,12,2021-2022,1900-01-01 00:03:28.410
17,"NEVADOPEREZ, Lorien",10,C.N. Helios,3:37.66,127,2022-05-22,200m Estilos,25m,M,"Benjamín, jornada 7",C.N. Helios,12,2021-2022,1900-01-01 00:03:37.660
18,"VICENTEBARRA, Guillen",10,H2ogo C.N.,3:38.59,126,2022-05-22,200m Estilos,25m,M,"Benjamín, jornada 7",C.N. Helios,12,2021-2022,1900-01-01 00:03:38.590
19,"RAZABAL INGELMO, Angel",10,E.M. El Olivar,3:46.09,114,2022-05-22,200m Estilos,25m,M,"Benjamín, jornada 7",C.N. Helios,12,2021-2022,1900-01-01 00:03:46.090
20,"TELLO GRACIA,Aaron",10,C.N. Helios,3:46.77,112,2022-05-22,200m Estilos,25m,M,"Benjamín, jornada 7",C.N. Helios,12,2021-2022,1900-01-01 00:03:46.770
21,"SANCHEZ DUARTE, Rodrigo",10,Stadium Venecia,4:03.84,90,2022-05-22,200m Estilos,25m,M,"Benjamín, jornada 7",C.N. Helios,12,2021-2022,1900-01-01 00:04:03.840
